date,close,high,low,open,volume,tic,day,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma,turbulence
2009-01-02,2.7309935092926025,3.2514290809631348,3.041429042816162,3.067142963409424,746015200,AAPL,4,0.0,2.951623720329186,2.6256222303696664,100.0,66.66666666666667,100.0,2.7309935092926025,2.7309935092926025,0.0
2009-01-02,33.94109344482422,45.560001373291016,42.779998779296875,42.79999923706055,7010200,BA,4,0.0,2.951623720329186,2.6256222303696664,100.0,66.66666666666667,100.0,33.94109344482422,33.94109344482422,0.0
2009-01-02,56.57682800292969,81.8069076538086,77.97295379638672,79.12313842773438,11917130,GE,4,0.0,2.951623720329186,2.6256222303696664,100.0,66.66666666666667,100.0,56.57682800292969,56.57682800292969,0.0
2009-01-02,20.973114013671875,31.639999389648438,30.469999313354492,31.190000534057617,32494900,JPM,4,0.0,2.951623720329186,2.6256222303696664,100.0,66.66666666666667,100.0,20.973114013671875,20.973114013671875,0.0
2009-01-02,14.924774169921875,20.399999618530273,19.3700008392334,19.530000686645508,50084000,MSFT,4,0.0,2.951623720329186,2.6256222303696664,100.0,66.66666666666667,100.0,14.924774169921875,14.924774169921875,0.0
2009-01-02,6.600315570831299,22.250755310058594,21.472810745239258,21.70694923400879,28968855,T,4,0.0,2.951623720329186,2.6256222303696664,100.0,66.66666666666667,100.0,6.600315570831299,6.600315570831299,0.0
2009-01-05,2.84625244140625,3.434999942779541,3.3110709190368652,3.327500104904175,1181608400,AAPL,0,0.002585937579473452,2.951623720329186,2.6256222303696664,100.0,66.66666666666667,100.0,2.7886229753494263,2.7886229753494263,0.0
2009-01-05,34.63115692138672,46.810001373291016,44.79999923706055,45.5,6917400,BA,0,0.015482193384421805,35.262022310558486,33.31022805565245,100.0,66.66666666666703,100.0,34.28612518310547,34.28612518310547,0.0
2009-01-05,55.11848831176758,82.62162017822266,79.0752182006836,82.28614807128906,15133594,GE,0,-0.03271915973760997,57.91006192713708,53.78525438756019,0.0,66.66666666667287,100.0,55.84765815734863,55.84765815734863,0.0
2009-01-05,19.56821632385254,30.770000457763672,29.079999923706055,30.729999542236328,44069400,JPM,0,-0.03152014047671514,22.257490535451343,18.28383980207307,0.0,-66.66666666666667,100.0,20.270665168762207,20.270665168762207,0.0
2009-01-05,15.064265251159668,20.670000076293945,20.059999465942383,20.200000762939453,61475200,MSFT,0,0.003129607591873196,15.191789889457345,14.797249531624198,100.0,66.66666666666733,100.0,14.994519710540771,14.994519710540771,0.0
2009-01-05,6.378212928771973,21.820241928100586,21.1933536529541,21.75226593017578,42917063,T,0,-0.004983072097483721,6.803364818440832,6.17516368116244,0.0,-66.6666666666659,100.0,6.489264249801636,6.489264249801636,0.0
2009-01-06,2.7993063926696777,3.4703569412231445,3.299643039703369,3.426785945892334,1289310400,AAPL,1,0.00183920358859746,2.9081013348025513,2.6762668941098022,70.35542149296428,46.90056774766875,100.0,2.7921841144561768,2.7921841144561768,0.0
2009-01-06,34.736175537109375,47.0,45.5,46.849998474121094,7180300,BA,1,0.02298400837293002,35.29999845462233,33.57228548092454,100.0,66.74147601337047,100.0,34.43614196777344,34.43614196777344,0.0
2009-01-06,55.880802154541016,81.3755874633789,78.8835220336914,80.80049133300781,14854133,GE,1,-0.01805139717821902,57.31754794160355,54.399864371221966,35.09664033917129,-78.6729905646112,59.80566091286734,55.85870615641276,55.85870615641276,0.0
2009-01-06,19.98968505859375,30.420000076293945,29.510000228881836,29.790000915527344,44216300,JPM,1,-0.027093195055314823,21.61888028218476,18.735129981894012,23.684185987204074,-38.98407489592177,100.0,20.177005132039387,20.177005132039387,0.0
2009-01-06,15.240440368652344,21.0,20.610000610351562,20.75,58083400,MSFT,1,0.009450921109657173,15.392869181828193,14.760117344661065,100.0,98.66937335037571,100.0,15.076493263244629,15.076493263244629,0.0
2009-01-06,6.3490447998046875,21.67673683166504,21.148035049438477,21.533233642578125,38059836,T,1,-0.007253924860363803,6.7173787748389975,6.167670091432975,0.0,-65.70442178740159,100.0,6.442524433135986,6.442524433135986,0.0
2009-01-07,2.7388181686401367,3.3035709857940674,3.2235710620880127,3.2789289951324463,753048800,AAPL,2,-0.0007294041694660969,2.8874970901964416,2.670188165807892,50.42928385931584,-29.63927005698357,43.60783406186805,2.7788426280021667,2.7788426280021667,0.0
2009-01-07,33.57355499267578,45.61000061035156,44.16999816894531,45.099998474121094,6586200,BA,2,-0.016143270737039472,35.3347460827327,33.10624436526535,39.096796652514186,-48.433793972150504,2.2427488493480245,34.22049522399902,34.22049522399902,0.0
2009-01-07,53.39499282836914,80.03370666503906,76.72692108154297,79.88993072509766,14774883,GE,2,-0.10068701623553267,57.979326063624434,52.50622958517928,16.070469865548887,-133.33333333333272,53.23052161308644,55.242777824401855,55.242777824401855,0.0
2009-01-07,18.792179107666016,29.399999618530273,28.0,29.149999618530273,42156500,JPM,2,-0.06765124432032366,21.648419529816337,18.013177722075753,13.963613331773615,-124.85321543093103,100.0,19.830798625946045,19.830798625946045,0.0
2009-01-07,14.322795867919922,20.290000915527344,19.479999542236328,20.190000534057617,72709900,MSFT,2,-0.021036844849804837,15.684805327303966,14.091332501522938,24.677896609957997,-87.47583652099597,34.92580721928349,14.888068914413452,14.888068914413452,0.0
2009-01-07,6.2238898277282715,20.883686065673828,20.392749786376953,20.883686065673828,40425295,T,2,-0.012627650530067314,6.701177708544676,6.0745538550234395,0.0,-133.33333333333402,100.0,6.387865781784058,6.387865781784058,0.0
2009-01-08,2.7896761894226074,3.3267860412597656,3.2157139778137207,3.2296431064605713,673500800,AAPL,3,-8.60337181713966e-05,2.8756044615055107,2.686414219066999,60.22701687081949,-9.128474058249353,48.357917536204766,2.781009340286255,2.781009340286255,0.0
2009-01-08,33.5960693359375,44.900001525878906,43.880001068115234,44.5,5477000,BA,3,-0.036168694934588075,35.21055057569161,32.98066951708182,39.8309016599047,-65.5979248273424,12.6507389418483,34.09561004638672,34.09561004638672,0.0
2009-01-08,53.494415283203125,77.63748931884766,75.33711242675781,76.91861724853516,12966158,GE,3,-0.1395140121670977,57.73246078168023,52.05374985064398,17.911695654262743,-114.84280233597916,68.55357980496805,54.89310531616211,54.89310531616211,0.0
2009-01-08,18.210153579711914,27.950000762939453,26.860000610351562,27.899999618530273,52075800,JPM,3,-0.11142578790051161,21.6465298002968,17.36680943310164,11.575017572805436,-118.85747144703952,100.0,19.50666961669922,19.50666961669922,0.0
2009-01-08,14.770611763000488,20.190000534057617,19.549999237060547,19.6299991607666,70255400,MSFT,3,-0.019340937229273436,15.562523491823194,14.166631476438523,45.42870410582913,-49.83102010248825,34.92580721928348,14.864577484130859,14.864577484130859,0.0
2009-01-08,6.217030048370361,20.657100677490234,20.256797790527344,20.332326889038086,28374909,T,3,-0.015554775259105647,6.665100547164547,6.04229672303809,0.0,-94.41815162325612,100.0,6.353698635101319,6.353698635101319,0.0
2009-01-09,2.7258782386779785,3.3350000381469727,3.2192859649658203,3.3289289474487305,546845600,AAPL,4,-0.0024257014063957527,2.8676586124006254,2.6759830343024587,47.93273539077134,-26.936501718379734,49.95238035665999,2.771820823351542,2.771820823351542,0.0
2009-01-09,33.341041564941406,45.150001525878906,43.93000030517578,44.79999923706055,5645100,BA,4,-0.05843197623643448,35.14205010976508,32.79764715585992,34.901307203337666,-56.786843915795885,2.5857146847536625,33.9698486328125,33.9698486328125,0.0
2009-01-09,53.03041458129883,78.54804992675781,75.8642807006836,77.68540954589844,11091079,GE,4,-0.180072844367956,57.542830743220236,51.62248297748289,16.196295797787755,-75.85226663136699,37.09600332518812,54.58265686035156,54.58265686035156,0.0
2009-01-09,17.3738956451416,27.549999237060547,25.809999465942383,27.549999237060547,42597500,JPM,4,-0.17140466967418533,21.738809362121167,16.563605214091396,9.228613622651338,-112.61175210043034,100.0,19.15120728810628,19.15120728810628,0.0
2009-01-09,14.330137252807617,20.299999237060547,19.40999984741211,20.170000076293945,49815300,MSFT,4,-0.03679286939793336,15.53716051616047,14.013847708326836,35.482250642664695,-72.21908705729938,40.599070641689686,14.775504112243652,14.775504112243652,0.0
2009-01-09,6.102659225463867,20.72507667541504,20.08308219909668,20.513595581054688,40966678,T,4,-0.021912559477234694,6.657677728727246,5.966039738262906,0.0,-81.35874263653994,100.0,6.311858733495076,6.311858733495076,0.0
2009-01-12,2.6680989265441895,3.249643087387085,3.12678599357605,3.2307140827178955,617716400,AAPL,0,-0.006501871430563355,2.8744837451002576,2.6395230739435833,40.23735459687301,-101.46157186951969,9.32076609184908,2.7570034095219205,2.7570034095219205,0.0
2009-01-12,32.80847930908203,44.45000076293945,43.189998626708984,44.279998779296875,4989200,BA,0,-0.09582913259762904,35.188054912410486,32.41982254643438,27.53857929121652,-108.51047701222011,24.055723476891984,33.803938729422434,33.803938729422434,0.0
2009-01-12,52.46699142456055,77.63748931884766,75.14541625976562,76.53522491455078,13639511,GE,0,-0.22850594495723442,57.42047124282785,51.14036663907785,14.457097542221376,-89.40853101139666,45.65544022628884,54.28041894095285,54.28041894095285,0.0
2009-01-12,16.664762496948242,26.149999618530273,24.5,25.920000076293945,59360000,JPM,0,-0.23904225168728388,21.81469952911021,15.777302249628631,7.835303648744997,-122.30631809019346,100.0,18.79600088936942,18.79600088936942,0.0
2009-01-12,14.293428421020508,19.790000915527344,19.299999237060547,19.709999084472656,52163500,MSFT,0,-0.04901419108352201,15.491640615647409,13.921631697061855,34.82489445557259,-103.72982259131258,44.651910493088124,14.706636156354632,14.706636156354632,0.0
2009-01-12,5.933399677276611,20.354984283447266,19.425981521606445,20.18882179260254,45414656,T,0,-0.033280174980918176,6.683827676022074,5.831758632048518,0.0,-111.49453015632805,100.0,6.257793154035296,6.257793154035296,0.0
2009-01-13,2.639509677886963,3.2049999237060547,3.0839290618896484,3.1514289379119873,798397600,AAPL,1,-0.010490226307956707,2.8791828920111424,2.605450494123959,37.18185269146547,-113.4014395731818,3.614243244387718,2.7423166930675507,2.7423166930675507,0.0
2009-01-13,31.84837532043457,43.619998931884766,41.79999923706055,43.380001068115234,6359400,BA,1,-0.1650266308005186,35.44475435043953,31.674232256158366,19.763150053252858,-166.1819382998219,47.35387944355641,33.55949330329895,33.55949330329895,0.0
2009-01-13,49.51713943481445,75.19334411621094,70.544677734375,75.00164794921875,26938568,GE,1,-0.3976021497583062,58.134254228221096,49.23576377715,9.140822380502826,-165.50687630763846,71.85557675153422,53.68500900268555,53.68500900268555,0.0
2009-01-13,17.628122329711914,26.59000015258789,24.270000457763672,25.209999084472656,73422800,JPM,1,-0.23473463587069077,21.564243240202707,15.735788898621754,23.967532425565665,-85.79955417356395,84.30167069139304,18.65001606941223,18.65001606941223,0.0
2009-01-13,14.55036735534668,19.989999771118164,19.520000457763672,19.520000457763672,65843500,MSFT,1,-0.04420091286972472,15.422227598094393,13.951977514362882,42.53367420907214,-49.871345711091756,27.71603191193807,14.687102556228638,14.687102556228638,0.0
2009-01-13,5.9448347091674805,19.66012191772461,19.116313934326172,19.54682731628418,41833104,T,1,-0.03982356123708897,6.670942696476391,5.766404000377246,1.895572816484048,-126.95637501975172,100.0,6.218673348426819,6.218673348426819,0.0
2009-01-14,2.5678861141204834,3.1160709857940674,3.0257139205932617,3.0799999237060547,1021664000,AAPL,2,-0.01664597950684721,2.8958906865928014,2.549980348665174,31.067671741879394,-135.84468905515135,17.746098035607382,2.722935517628988,2.722935517628988,0.0
2009-01-14,30.90326690673828,41.97999954223633,40.869998931884766,41.880001068115234,7354900,BA,2,-0.2573239151764781,35.763502496612894,30.765211577415975,15.349770008772083,-174.7664538651351,56.82660361834344,33.264357037014435,33.264357037014435,0.0
2009-01-14,46.766178131103516,70.16128540039062,67.18997192382812,69.92166137695312,21022831,GE,2,-0.6451336094875444,59.1288954925522,46.70360454135621,6.747192679254809,-192.9670057221378,79.54298992492097,52.91625001695421,52.91625001695421,0.0
2009-01-14,17.333757400512695,26.280000686645508,24.760000228881836,25.59000015258789,73907300,JPM,2,-0.2427846209254696,21.36752948115377,15.640000731248575,22.710964025266605,-76.25794484676474,84.30167069139304,18.503765106201172,18.503765106201172,0.0
2009-01-14,14.014461517333984,19.68000030517578,19.010000228881836,19.530000686645508,80257500,MSFT,2,-0.0667835118086515,15.433306086212577,13.791423239823663,33.885893589765615,-131.1348376308703,45.20398835990263,14.61236466301812,14.61236466301812,0.0
2009-01-14,5.812167644500732,19.448640823364258,18.889728546142578,19.342899322509766,46823790,T,2,-0.05033089669668467,6.6759223881111325,5.671089707870042,1.5442495233672275,-123.06028112635687,100.0,6.173506047990587,6.173506047990587,0.0
2009-01-15,2.5092034339904785,3.004286050796509,2.858928918838501,2.877500057220459,1831634000,AAPL,3,-0.02379323192113647,2.9133696055001974,2.489755013030076,27.267295477922218,-166.48874383301617,43.23502243732985,2.7015623092651366,2.7015623092651366,0.0
2009-01-15,30.72324562072754,41.599998474121094,39.5099983215332,41.06999969482422,8464900,BA,3,-0.3283261398644868,35.86237792937548,30.15811386139601,14.702804927170007,-151.29837926331442,66.3042985851937,33.010245895385744,33.010245895385744,0.0
2009-01-15,45.63929748535156,67.76506805419922,63.499794006347656,67.4775161743164,29309595,GE,3,-0.8693847069271001,59.637717638265585,44.739391889322306,6.073268732216505,-163.52320763061172,84.5160715437961,52.188554763793945,52.188554763793945,0.0
2009-01-15,16.283430099487305,27.049999237060547,23.760000228881836,26.540000915527344,136759300,JPM,3,-0.29906449399314283,21.32506249843355,15.23840071262602,19.028566094265628,-83.07808531706206,86.9598293667071,18.281731605529785,18.281731605529785,0.0
2009-01-15,14.124580383300781,19.299999237060547,18.520000457763672,19.06999969482422,96169800,MSFT,3,-0.07615922676326115,15.396794170629898,13.730378299462876,36.624862949563415,-150.27359674564124,56.10971646803944,14.563586235046387,14.563586235046387,0.0
2009-01-15,5.745833873748779,19.138973236083984,18.051359176635742,19.093656539916992,57215866,T,3,-0.060469070163295946,6.676208046481125,5.585269614651687,1.4091600191454035,-133.17922659855822,100.0,6.130738830566406,6.130738830566406,0.0
2009-01-16,2.4776055812835693,3.01357102394104,2.871428966522217,3.010714054107666,1047625600,AAPL,4,-0.030307663061002632,2.92330768126978,2.439097532172936,25.527879268171645,-137.09088998230993,40.6414657900781,2.681202606721358,2.681202606721358,0.0
2009-01-16,31.84837532043457,43.04999923706055,41.040000915527344,41.45000076293945,9310800,BA,4,-0.3150870419540581,35.69963111405358,30.109611481272232,32.9692829802905,-71.32490909354031,33.0226438722006,32.904621297662906,32.904621297662906,0.0
2009-01-16,46.26906204223633,68.72354888916016,62.5892333984375,68.0526123046875,26915928,GE,4,-0.985688635444447,59.567677821102485,43.73316030256584,11.20093465980655,-122.1838558805033,72.84929539209803,51.650419061834164,51.650419061834164,0.0
